,Class,Service A,Service B,Decision,Reason,Model
13695,FlinkClass667,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,"FlinkClass667 is not in Service A's class list, but it is in Service B's class list.",phi
13696,FlinkClass1179,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,It does not handle customer data.,phi
13697,FlinkClass1067,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass1067 is not in Service A's list of classes.,phi
13698,FlinkClass802,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass802 is not in Service A or B.,phi
13699,FlinkClass2172,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass2172 is not in the list of classes for Service A.,phi
13700,FlinkClass659,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,FlinkClass659 is not in the list of classes for Service A.,phi
13701,FlinkClass1076,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,"It is an API-level transformation logic, which belongs to Service B.",phi
13702,FlinkClass919,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,FlinkClass919 is not in the list of classes for Service A.,phi
13703,FlinkClass749,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass4, FlinkClass15, FlinkClass17, FlinkClass21, FlinkClass25",B,FlinkClass749 is not in the list of classes for Service B.,phi
13704,FlinkClass2026,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass2026 is not in Service A's list of classes.,phi
13705,FlinkClass1060,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,"FlinkClass1060 is a subclass of FlinkClass3, which belongs to Service B.",phi
13706,FlinkClass1002,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,Inferred from raw text output due to JSON parsing failure.,phi
13707,FlinkClass779,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass779 is not in Service A's list of classes.,phi
13708,FlinkClass708,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass4, FlinkClass15, FlinkClass17, FlinkClass21, FlinkClass25",B,FlinkClass708 is not in the list of classes for Service A. It belongs to Service B.,phi
13709,FlinkClass1160,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,FlinkClass1160 is not in Service A or Service B. It belongs to a different service.,phi
13710,FlinkClass553,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,"FlinkClass553 is a subclass of FlinkClass3, which belongs to Service B.",phi
13711,FlinkClass404,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,It does not handle customer data.,phi
13712,FlinkClass543,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass4, FlinkClass15, FlinkClass17, FlinkClass21, FlinkClass25",B,"FlinkClass543 is a subclass of FlinkClass4, which belongs to Service B.",phi
13713,FlinkClass496,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, and FlinkClass42 are all used for processing sensor data. FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, and FlinkClass11 are used for processing financial data.",phi
13714,FlinkClass2127,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass4, FlinkClass15, FlinkClass17, FlinkClass21, FlinkClass25",B,FlinkClass2127 is not in Service A's list of classes.,phi
13715,FlinkClass2016,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,FlinkClass2016 is not in Service A or Service B.,phi
13716,FlinkClass816,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,FlinkClass816 is not in Service A or Service B.,phi
13717,FlinkClass593,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,FlinkClass593 is not in the list of classes for Service A or B.,phi
13718,FlinkClass477,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,"FlinkClass477 is not in Service A's class list, but it is in Service B's class list.",phi
13719,FlinkClass2136,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,FlinkClass2136 is not in the list of classes for Service A or B.,phi
13720,FlinkClass896,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,"FlinkClass896 is not in the list of classes for Service A, but it is in the list of classes for Service B.",phi
13721,FlinkClass881,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,"FlinkClass881 is a subclass of FlinkClass3, which belongs to Service B.",phi
13722,FlinkClass1516,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,FlinkClass1516 is not in Service A or B. It belongs to a new service.,phi
13723,FlinkClass220,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,FlinkClass220 is not in Service A's list of classes.,phi
13724,FlinkClass244,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,"FlinkClass244 is a subclass of FlinkClass19, which belongs to Service B.",phi
13725,FlinkClass307,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,FlinkClass307 is not in Service A's list of classes.,phi
13726,FlinkClass2132,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass0, FlinkClass3, FlinkClass8, FlinkClass18, FlinkClass20",B,"FlinkClass2132 is not in the list of classes for Service A, but it is in the list of classes for Service B.",phi
13727,FlinkClass1436,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass4, FlinkClass15, FlinkClass17, FlinkClass21, FlinkClass25",B,FlinkClass1436 is not in the list of classes for Service A.,phi
13728,FlinkClass1375,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,"FlinkClass1375 is not in Service A's class list, but it is in Service B's class list.",phi
13729,FlinkClass1364,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,It does not handle customer data.,phi
13730,FlinkClass2083,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass2083 is not in Service A's list of classes.,phi
13731,FlinkClass93,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass10, FlinkClass11",B,FlinkClass93 is not in Service A or B.,phi
13732,FlinkClass315,"FlinkClass1, FlinkClass7, FlinkClass24, FlinkClass32, FlinkClass42","FlinkClass9, FlinkClass12, FlinkClass14, FlinkClass19, FlinkClass23",B,FlinkClass315 is a specialized class for handling API-level data transformation logic. It does not fit into the functional module boundaries of Service A or B.,phi
13733,FlinkClass1622,"FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass1622 is not in Service A or B.,phi
13734,FlinkClass1389,"FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,"FlinkClass1389 is not in Service A's list of classes, but it is in Service B's list.",phi
13735,FlinkClass902,"FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass902 is not in Service A or Service B.,phi
13736,FlinkClass550,"FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass550 is a subclass of FlinkClass20, which belongs to Service B.",phi
13737,FlinkClass1164,"FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass1164 is not in the list of classes for Service A. It belongs to Service B.,phi
13738,FlinkClass2055,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass2055 is not in Service A's list of classes.,phi
13739,FlinkClass609,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,"FlinkClass609 is a subclass of FlinkClass5, which belongs to Service B.",phi
13740,FlinkClass917,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass917 is not in Service A's list of classes.,phi
13741,FlinkClass907,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,FlinkClass907 is not in the list of classes for Service A.,phi
13742,FlinkClass882,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass882 is not in the list of classes for Service A.,phi
13743,FlinkClass2186,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass2186 is a subclass of FlinkClass0, which belongs to Service B.",phi
13744,FlinkClass944,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,"FlinkClass944 is a subclass of FlinkClass3, which belongs to Service B.",phi
13745,FlinkClass819,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,Inferred from raw text output due to JSON parsing failure.,phi
13746,FlinkClass795,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass795 is not in Service A's list of classes, but it is in Service B's list.",phi
13747,FlinkClass732,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,FlinkClass732 is not in Service A's list of classes.,phi
13748,FlinkClass2180,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass2180 is not in Service A or Service B. It belongs to a different service.,phi
13749,FlinkClass2117,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass2117 is not in Service A's list of classes.,phi
13750,FlinkClass984,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,"FlinkClass984 is not in the list of classes for Service A, but it is in the list of classes for Service B.",phi
13751,FlinkClass896,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass896 is not in Service A's class list, but it is in Service B's class list.",phi
13752,FlinkClass836,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass836 is not found in Service A, but it is found in Service B.",phi
13753,FlinkClass444,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass444 is not in Service A's list of classes.,phi
13754,FlinkClass726,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,"FlinkClass726 is a subclass of FlinkClass1, which belongs to Service B.",phi
13755,FlinkClass679,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,"FlinkClass679 is a subclass of FlinkClass1, which belongs to Service B.",phi
13756,FlinkClass675,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass675 is not in the list of classes for Service A.,phi
13757,FlinkClass2072,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,FlinkClass2072 is not in Service A's list of classes.,phi
13758,FlinkClass659,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,"FlinkClass659 is a specialized class that is used for transforming API-level data, which falls under the scope of Service B.",phi
13759,FlinkClass651,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass651 is not in the list of classes for Service A.,phi
13760,FlinkClass320,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass320 is not in Service A's list of classes, but it is in Service B's list.",phi
13761,FlinkClass596,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,FlinkClass596 is not in the list of classes for Service A. It belongs to Service B.,phi
13762,FlinkClass560,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass560 is a subclass of FlinkClass7, which belongs to Service B.",phi
13763,FlinkClass552,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,It does not handle customer data.,phi
13764,FlinkClass1755,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass1755 is not in Service A's list of classes, but it is in Service B's list.",phi
13765,FlinkClass1590,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,It does not handle customer data.,phi
13766,FlinkClass63,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass63 is a subclass of FlinkClass7, which belongs to Service B.",phi
13767,FlinkClass110,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass110 is a subclass of FlinkClass0, which belongs to Service B.",phi
13768,FlinkClass162,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,FlinkClass162 is not found in Service A or Service B.,phi
13769,FlinkClass2174,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass2174 is not present in Service A or B.,phi
13770,FlinkClass1021,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass1021 is not in the list of classes for Service A.,phi
13771,FlinkClass219,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass219 is a specialized class that can only be used in Service B.,phi
13772,FlinkClass378,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass378 is not in Service A's class list. It belongs to Service B.,phi
13773,FlinkClass409,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass409 is not in the list of classes for Service A. It belongs to Service B.,phi
13774,FlinkClass1940,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass194 is not found in Service A's classes, but it is found in Service B's classes.",phi
13775,FlinkClass1133,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass1133 is not in Service A's list of classes.,phi
13776,FlinkClass183,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass183 is a subclass of FlinkClass7, which belongs to Service B.",phi
13777,FlinkClass315,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass315 is a subclass of FlinkClass7, which belongs to Service B.",phi
13778,FlinkClass406,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass406 is not in the list of classes for Service A or B.,phi
13779,FlinkClass1069,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass1069 is not in the list of classes for Service A.,phi
13780,FlinkClass118,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"It is not mentioned in the code snippet which classes are inherited from FlinkClass118, so it cannot be determined if it belongs to Service A or B.",phi
13781,FlinkClass178,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass178 is a subclass of FlinkClass0, which belongs to Service B.",phi
13782,FlinkClass2156,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,"FlinkClass2156 is not found in Service A's class list, but it is found in Service B's class list.",phi
13783,FlinkClass116,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass116 is not found in Service A or Service B.,phi
13784,FlinkClass442,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,"FlinkClass442 is a subclass of FlinkClass5, which belongs to Service B.",phi
13785,FlinkClass1139,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass1139 is not in Service A's list of classes.,phi
13786,FlinkClass89,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass1, FlinkClass6, FlinkClass10, FlinkClass12, FlinkClass13",B,FlinkClass89 is not in Service A's list of classes.,phi
13787,FlinkClass113,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass113 is a subclass of FlinkClass0, which belongs to Service B.",phi
13788,FlinkClass2155,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,FlinkClass2155 is not in Service A's list of classes.,phi
13789,FlinkClass1316,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass131 is a subclass of FlinkClass0, which belongs to Service B.",phi
13790,FlinkClass465,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,"FlinkClass465 is a subclass of FlinkClass0, which belongs to Service B.",phi
13791,FlinkClass479,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"FlinkClass479 is a subclass of FlinkClass7, which belongs to Service B.",phi
13792,FlinkClass2026,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass2026 is not in Service A's list of classes.,phi
13793,FlinkClass600,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,It does not handle customer data.,phi
13794,FlinkClass750,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass7, FlinkClass15, FlinkClass19, FlinkClass20, FlinkClass21",B,"It is an API-level transformation logic, which belongs to Service B.",phi
13795,FlinkClass413,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass0, FlinkClass4, FlinkClass14, FlinkClass16, FlinkClass25",B,FlinkClass413 is not found in Service A or B. It belongs to a new service.,phi
13796,FlinkClass929,"FlinkClass2, FlinkClass3, FlinkClass8, FlinkClass9, FlinkClass11","FlinkClass5, FlinkClass24, FlinkClass27, FlinkClass28, FlinkClass29",B,"FlinkClass929 is a subclass of FlinkClass8, which belongs to Service B.",phi
13797,FlinkClass2004,"FlinkClass1, FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass13","FlinkClass4, FlinkClass10, FlinkClass11, FlinkClass17, FlinkClass18",B,"FlinkClass2004 is a subclass of FlinkClass10, which belongs to Service B.",phi
13798,FlinkClass1648,"FlinkClass4, FlinkClass10, FlinkClass11, FlinkClass17, FlinkClass18","FlinkClass1, FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass13",B,FlinkClass1648 is not in Service A or Service B.,phi
13799,FlinkClass1866,"FlinkClass1, FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass13","FlinkClass3, FlinkClass8, FlinkClass14, FlinkClass16, FlinkClass21",B,FlinkClass1866 is not in Service A's list of classes. It belongs to Service B.,phi
13800,FlinkClass1802,"FlinkClass1, FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass13","FlinkClass4, FlinkClass10, FlinkClass11, FlinkClass17, FlinkClass18",B,"FlinkClass1802 is not in Service A's list of classes, but it is in Service B's list.",phi
13801,FlinkClass1352,"FlinkClass3, FlinkClass8, FlinkClass14, FlinkClass16, FlinkClass21","FlinkClass1, FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass13",B,FlinkClass1352 is not in the list of classes for Service A. It belongs to Service B.,phi
13802,FlinkClass2186,"FlinkClass3, FlinkClass8, FlinkClass14, FlinkClass16, FlinkClass21","FlinkClass0, FlinkClass7, FlinkClass26, FlinkClass39, FlinkClass42",B,FlinkClass2186 is not in the list of classes for Service A or Service B.,phi
13803,FlinkClass908,"FlinkClass3, FlinkClass8, FlinkClass14, FlinkClass16, FlinkClass21","FlinkClass0, FlinkClass7, FlinkClass26, FlinkClass39, FlinkClass42",B,"FlinkClass908 is a subclass of FlinkClass0, which belongs to Service B.",phi
13804,FlinkClass853,"FlinkClass3, FlinkClass8, FlinkClass14, FlinkClass16, FlinkClass21","FlinkClass0, FlinkClass7, FlinkClass26, FlinkClass39, FlinkClass42",B,FlinkClass853 is not in Service A's list of classes.,phi
13805,FlinkClass832,"FlinkClass3, FlinkClass8, FlinkClass14, FlinkClass16, FlinkClass21","FlinkClass1, FlinkClass2, FlinkClass5, FlinkClass6, FlinkClass13",B,FlinkClass832 is not in the list of classes for Service A.,phi
